Specimen_Number,Specimen_Letter,Measurement_Type,Measurement_(mm),Locality_Num,Pit,Level_mean,Level_min,Level_max,Drawer,Higher_Classification,Family,MS_classification,Element,NISP,Details,Notes,Quadrant,GMM?,TeethCorrosion
27690,NA,Maxilla_LDR,8.504,41229,1,117.5,115,120,2B17,lizard,Teiidae,Teiinae,maxilla,1,1L,bicuspid,100,NA,none
27691,NA,Maxilla_LDR,6.124,41229,1,117.5,115,120,2B17,lizard,Scincidae,Scincinae,maxilla,1,1L,"unicuspid, slightly eroded cown",100,NA,crown
27692,NA,Maxilla_LDR,6.512,41229,1,117.5,115,120,2B17,lizard,Phrynosomatidae,NA,maxilla,1,1R,"tricuspid, slightly eroded tooth crowns",75,NA,crown
27694,NA,Dentary_LDR,6.605,41229,1A,117.5,115,120,2B17,lizard,Phrynosomatidae,NA,dentary,1,1L,tricuspid,75,NA,none
27695,NA,Maxilla_LDR,6.802,41229,1A,117.5,115,120,2B17,lizard,Phrynosomatidae,NA,maxilla,1,1R,tricuspid,100,NA,none
27701,NA,Dentary_LDR,7.077,41229,1D,117.5,115,120,2B17,lizard,Phrynosomatidae,NA,dentary,1,1R,"tricuspid, slightly eroded tooth crowns",75,NA,crown
27703,NA,Maxilla_LDR,8.4,41229,1D,117.5,115,120,2B17,lizard,Teiidae,Teiinae,maxilla,1,1R,bicuspid,100,NA,none
27704,NA,Maxilla_LDR,6.773,41229,1D,117.5,115,120,2B17,lizard,Scincidae,Scincinae,maxilla,1,1L,"unicuspid, striated crowns",75,NA,none
27705,NA,Maxilla_LDR,7.664,41229,1D,117.5,115,120,2B17,lizard,Scincidae,Scincinae,maxilla,1,1R,"unicuspid, striated crowns",100,NA,none
27713,NA,Dentary_LDR,6.528,41229,1E,117.5,115,120,2B17,lizard,Phrynosomatidae,Phrynosoma cf. cornutum,dentary,1,1L,"tubercle, open mk",100,NA,none
27715,NA,Maxilla_LDR,7.053,41229,1E,117.5,115,120,2B17,lizard,Phrynosomatidae,NA,maxilla,1,1L,tricuspid,100,NA,none
27721,NA,Frontal_GL,5.315,41229,1,122.5,120,125,2C1,lizard,Phrynosomatidae,NA,frontal,1,NA,NA,100,NA,NA
27721,NA,Frontal_PW,4.667,41229,1,122.5,120,125,2C1,lizard,Phrynosomatidae,NA,frontal,1,NA,NA,100,NA,NA
27721,NA,Frontal_SW,1.017,41229,1,122.5,120,125,2C1,lizard,Phrynosomatidae,NA,frontal,1,NA,NA,100,NA,NA
27722,NA,Frontal_GL,5.336,41229,1,122.5,120,125,2C1,lizard,Phrynosomatidae,NA,frontal,1,NA,NA,75,NA,NA
27722,NA,Frontal_SW,1.029,41229,1,122.5,120,125,2C1,lizard,Phrynosomatidae,NA,frontal,1,NA,NA,75,NA,NA
27723,NA,Maxilla_LDR,5.461,41229,1,122.5,120,125,2C1,lizard,Phrynosomatidae,NA,maxilla,1,1R,"tricuspid, slightly eroded tooth crowns",100,Yes,crown
27724,NA,Maxilla_LDR,7.619,41229,1,122.5,120,125,2C1,lizard,Scincidae,Scincinae,maxilla,1,1R,"unicuspid, striated crowns",100,NA,none
27732,NA,Dentary_LDR,7.919,41229,1A,122.5,120,125,2C1,lizard,Phrynosomatidae,NA,dentary,1,1R,"tricuspid, slightly eroded tooth crowns",100,Yes,crown
27733,NA,Dentary_LDR,7.421,41229,1A,122.5,120,125,2C1,lizard,Teiidae,Teiinae,dentary,1,1L,bicuspid some tricuspid,100,NA,none
27735,NA,Maxilla_LDR,4.916,41229,1A,122.5,120,125,2C1,lizard,Phrynosomatidae,Phrynosoma,maxilla,1,1L,unicuspid,100,NA,none
27736,NA,Maxilla_LDR,4.168,41229,1A,122.5,120,125,2C1,lizard,Phrynosomatidae,NA,maxilla,1,1L,"tricuspid, slightly eroded tooth crowns",100,NA,crown
27747,NA,Maxilla_LDR,4.045,41229,1D,122.5,120,125,2C2,lizard,cf. Scincidae,NA,dentary,1,1R,slightly eroded tooth crowns,75,NA,crown
27756,NA,Dentary_LDR,6.913,41229,1E,122.5,120,125,2C1,lizard,Phrynosomatidae,NA,dentary,1,1R,"tricuspid, slightly eroded tooth crowns",75,NA,crown
27761,NA,Frontal_GL,5.673,41229,1,127.5,125,130,2C4,lizard,Phrynosomatidae,NA,frontal,1,NA,NA,100,NA,NA
27761,NA,Frontal_PW,5.363,41229,1,127.5,125,130,2C4,lizard,Phrynosomatidae,NA,frontal,1,NA,NA,100,NA,NA
27761,NA,Frontal_SW,1.447,41229,1,127.5,125,130,2C4,lizard,Phrynosomatidae,NA,frontal,1,NA,NA,100,NA,NA
27763,NA,Maxilla_LDR,5.177,41229,1,127.5,125,130,2C4,lizard,Phrynosomatidae,NA,maxilla,1,1R,"tricuspid, slightly eroded tooth crowns",75,NA,crown
27772,NA,Dentary_LDR,11.211,41229,1D,127.5,125,130,2C3,lizard,Phrynosomatidae,NA,dentary,1,1R,"tricuspid,  eroded tooth crowns",100,NA,crown
27773,NA,Frontal_GL,7.643,41229,1D,127.5,125,130,2C3,lizard,Phrynosomatidae,Phrynosoma,frontal,1,NA,NA,100,NA,NA
27773,NA,Frontal_SW,2.262,41229,1D,127.5,125,130,2C3,lizard,Phrynosomatidae,Phrynosoma,frontal,1,NA,NA,100,NA,NA
27774,NA,Parietal_GL,2.87,41229,1D,127.5,125,130,2C3,lizard,Phrynosomatidae,NA,parietal,1,NA,NA,75,NA,NA
27774,NA,Parietal_GW,4.288,41229,1D,127.5,125,130,2C3,lizard,Phrynosomatidae,NA,parietal,1,NA,NA,75,NA,NA
27782,NA,Dentary_LDR,7.462,41229,1E,127.5,125,130,2C4,lizard,cf. Scincidae,NA,dentary,1,1R,eroded tooth shaft and crown,75,NA,shaft
27783,NA,Dentary_LDR,6.747,41229,1E,127.5,125,130,2C4,lizard,Phrynosomatidae,NA,dentary,1,1R,"tricuspid, slightly eroded tooth crowns",100,NA,crown
27784,NA,Dentary_LDR,5.667,41229,1E,127.5,125,130,2C4,lizard,Phrynosomatidae,NA,dentary,1,1R,"tricuspid, slightly eroded tooth crowns",75,NA,crown
27787,NA,Frontal_GL,8.831,41229,1E,127.5,125,130,2C4,lizard,Scincidae,Scincinae,frontal,1,1R,NA,100,NA,NA
27797,NA,Dentary_LDR,6.024,41229,1,132.5,130,135,2C6,lizard,Phrynosomatidae,NA,dentary,1,1R,"tricuspid, slightly eroded tooth crowns",75,NA,crown
27798,NA,Dentary_LDR,7.721,41229,1,132.5,130,135,2C6,lizard,Phrynosomatidae,NA,dentary,1,1R,"tricuspid, slightly eroded tooth crowns",75,NA,crown
27800,NA,Frontal_GL,6.514,41229,1,132.5,130,135,2C6,lizard,Phrynosomatidae,NA,frontal,1,NA,NA,100,NA,NA
27800,NA,Frontal_PW,5.72,41229,1,132.5,130,135,2C6,lizard,Phrynosomatidae,NA,frontal,1,NA,NA,100,NA,NA
27800,NA,Frontal_SW,1.67,41229,1,132.5,130,135,2C6,lizard,Phrynosomatidae,NA,frontal,1,NA,NA,100,NA,NA
27801,NA,Maxilla_LDR,4.974,41229,1,132.5,130,135,2C6,lizard,Phrynosomatidae,NA,maxilla,1,1L,"tricuspid, slightly eroded tooth crowns",100,NA,crown
27802,NA,Maxilla_LDR,5.99,41229,1,132.5,130,135,2C6,lizard,Phrynosomatidae,NA,maxilla,1,1R,"tricuspid,  eroded tooth crowns",100,NA,crown
27803,NA,Maxilla_LDR,5.505,41229,1,132.5,130,135,2C6,lizard,Phrynosomatidae,NA,maxilla,1,1R,"tricuspid,  eroded tooth crowns",100,NA,crown
27804,NA,Maxilla_LDR,8.213,41229,1,132.5,130,135,2C6,lizard,Scincidae,Scincinae,maxilla,1,1R,missing teeth covered in travertine,100,NA,NA
27811,NA,Dentary_LDR,7.82,41229,1A,132.5,130,135,2C6,lizard,Scincidae,Scincinae,dentary,1,1L,"unicuspid, striated crowns",100,NA,none
27815,NA,Parietal_GL,3.003,41229,1A,132.5,130,135,2C6,lizard,Phrynosomatidae,cf. Sceloporus,parietal,1,NA,NA,75,NA,NA
27815,NA,Parietal_GW,4.168,41229,1A,132.5,130,135,2C6,lizard,Phrynosomatidae,cf. Sceloporus,parietal,1,NA,NA,75,NA,NA
27824,NA,Dentary_LDR,8.188,41229,1D,132.5,130,135,2C5,lizard,Scincidae,Scincinae,dentary,1,1L,unicuspid,75,NA,none
27825,NA,Dentary_LDR,9.431,41229,1D,132.5,130,135,2C5,lizard,Scincidae,Scincinae,dentary,1,1R,unicuspid,75,NA,none
27828,NA,Frontal_GL,4.911,41229,1D,132.5,130,135,2C5,lizard,Phrynosomatidae,NA,frontal,1,NA,NA,75,NA,NA
27828,NA,Frontal_SW,1.369,41229,1D,132.5,130,135,2C5,lizard,Phrynosomatidae,NA,frontal,1,NA,NA,75,NA,NA
27829,NA,Frontal_GL,5.365,41229,1D,132.5,130,135,2C5,lizard,Phrynosomatidae,NA,frontal,1,NA,NA,75,NA,NA
27829,NA,Frontal_SW,1.32,41229,1D,132.5,130,135,2C5,lizard,Phrynosomatidae,NA,frontal,1,NA,NA,75,NA,NA
27832,NA,Dentary_LDR,8.537,41229,1D/E,132.5,130,135,2C6,lizard,Phrynosomatidae,cf. Phrynosoma douglasii species complex,dentary,1,1L,"unicuspid, closed mk, no tubercles",75,NA,none
27833,NA,Dentary_LDR,8.585,41229,1D/E,132.5,130,135,2C6,lizard,Phrynosomatidae,cf. Phrynosoma douglasii species complex,dentary,1,1L,"unicuspid, closed mk, no tubercles",75,NA,none
27834,NA,Dentary_LDR,7.328,41229,1D/E,132.5,130,135,2C6,lizard,Phrynosomatidae,cf. Phrynosoma douglasii species complex,dentary,1,1L,"unicuspid, closed mk, no tubercles",75,NA,none
27836,NA,Dentary_LDR,7.249,41229,1D/E,132.5,130,135,2C6,lizard,Phrynosomatidae,cf. Phrynosoma douglasii species complex,dentary,1,1L,"unicuspid, closed mk, no tubercles",75,NA,none
27837,NA,Dentary_LDR,7.698,41229,1D/E,132.5,130,135,2C6,lizard,Phrynosomatidae,cf. Phrynosoma douglasii species complex,dentary,1,1L,"unicuspid, closed mk, no tubercles",75,NA,none
27838,NA,Dentary_LDR,8.699,41229,1D/E,132.5,130,135,2C6,lizard,Phrynosomatidae,cf. Phrynosoma douglasii species complex,dentary,1,1L,"unicuspid, closed mk, no tubercles",75,NA,none
27839,NA,Dentary_LDR,7.386,41229,1D/E,132.5,130,135,2C6,lizard,Phrynosomatidae,cf. Phrynosoma douglasii species complex,dentary,1,1L,"unicuspid, closed mk, no tubercles",75,NA,none
27840,NA,Dentary_LDR,7.697,41229,1D/E,132.5,130,135,2C6,lizard,Phrynosomatidae,cf. Phrynosoma douglasii species complex,dentary,1,1L,"unicuspid, closed mk, no tubercles",75,NA,none
27842,NA,Dentary_LDR,7.779,41229,1D/E,132.5,130,135,2C6,lizard,Phrynosomatidae,cf. Phrynosoma douglasii species complex,dentary,1,1R,"unicuspid, closed mk, no tubercles",75,NA,none
27845,NA,Dentary_LDR,7.608,41229,1D/E,132.5,130,135,2C6,lizard,Phrynosomatidae,cf. Phrynosoma douglasii species complex,dentary,1,1R,"unicuspid, closed mk, no tubercles",100,NA,none
27846,NA,Dentary_LDR,6.418,41229,1D/E,132.5,130,135,2C6,lizard,Phrynosomatidae,cf. Phrynosoma douglasii species complex,dentary,1,1R,"unicuspid, closed mk, no tubercles",75,NA,none
27848,NA,Dentary_LDR,6.797,41229,1D/E,132.5,130,135,2C6,lizard,Phrynosomatidae,cf. Phrynosoma douglasii species complex,dentary,1,1R,"unicuspid, closed mk, no tubercles",75,NA,none
27849,NA,Dentary_LDR,6.21,41229,1D/E,132.5,130,135,2C6,lizard,Phrynosomatidae,NA,dentary,1,1L,"tricuspid, slightly eroded tooth crowns",75,NA,crown
27851,NA,Dentary_LDR,6.334,41229,1D/E,132.5,130,135,2C6,lizard,Phrynosomatidae,NA,dentary,1,1L,"tricuspid,  eroded tooth crowns",75,NA,crown
27852,NA,Dentary_LDR,5.159,41229,1D/E,132.5,130,135,2C6,lizard,Phrynosomatidae,NA,dentary,1,1L,"tricuspid, slightly eroded tooth crowns",75,NA,crown
27854,NA,Dentary_LDR,13.852,41229,1D/E,132.5,130,135,2C6,lizard,Crotaphytidae,NA,dentary,1,1L,tricuspid,100,NA,none
27855,NA,Dentary_LDR,7.003,41229,1D/E,132.5,130,135,2C6,lizard,Phrynosomatidae,NA,dentary,1,1R,"tricuspid, slightly eroded tooth crowns",75,NA,crown
27856,NA,Dentary_LDR,7.24,41229,1D/E,132.5,130,135,2C6,lizard,Phrynosomatidae,NA,dentary,1,1R,"tricuspid, slightly eroded tooth crowns",100,NA,crown
27857,NA,Dentary_LDR,7.163,41229,1D/E,132.5,130,135,2C6,lizard,Phrynosomatidae,NA,dentary,1,1R,"tricuspid, slightly eroded tooth crowns",75,NA,crown
27858,NA,Dentary_LDR,6.835,41229,1D/E,132.5,130,135,2C6,lizard,Phrynosomatidae,NA,dentary,1,1R,"tricuspid, slightly eroded tooth crowns",100,NA,crown
27886,NA,Frontal_GL,4.978,41229,1D/E,132.5,130,135,2C6,lizard,Phrynosomatidae,NA,frontal,1,NA,NA,75,NA,NA
27886,NA,Frontal_SW,0.987,41229,1D/E,132.5,130,135,2C6,lizard,Phrynosomatidae,NA,frontal,1,NA,NA,75,NA,NA
27887,NA,Frontal_GL,5.21,41229,1D/E,132.5,130,135,2C6,lizard,Phrynosomatidae,NA,frontal,1,NA,NA,100,NA,NA
27887,NA,Frontal_PW,4.615,41229,1D/E,132.5,130,135,2C6,lizard,Phrynosomatidae,NA,frontal,1,NA,NA,100,NA,NA
27887,NA,Frontal_SW,1.281,41229,1D/E,132.5,130,135,2C6,lizard,Phrynosomatidae,NA,frontal,1,NA,NA,100,NA,NA
27888,NA,Frontal_GL,5.617,41229,1D/E,132.5,130,135,2C6,lizard,Phrynosomatidae,NA,frontal,1,NA,NA,100,NA,NA
27888,NA,Frontal_SW,1.088,41229,1D/E,132.5,130,135,2C6,lizard,Phrynosomatidae,NA,frontal,1,NA,NA,100,NA,NA
27889,NA,Frontal_GL,5.281,41229,1D/E,132.5,130,135,2C6,lizard,Phrynosomatidae,NA,frontal,1,NA,NA,75,NA,NA
27889,NA,Frontal_SW,1.351,41229,1D/E,132.5,130,135,2C6,lizard,Phrynosomatidae,NA,frontal,1,NA,NA,75,NA,NA
27890,NA,Frontal_GL,4.658,41229,1D/E,132.5,130,135,2C6,lizard,Phrynosomatidae,NA,frontal,1,NA,NA,100,NA,NA
27890,NA,Frontal_PW,4.491,41229,1D/E,132.5,130,135,2C6,lizard,Phrynosomatidae,NA,frontal,1,NA,NA,100,NA,NA
27890,NA,Frontal_SW,1.001,41229,1D/E,132.5,130,135,2C6,lizard,Phrynosomatidae,NA,frontal,1,NA,NA,100,NA,NA
27892,NA,Frontal_GL,5.105,41229,1D/E,132.5,130,135,2C6,lizard,Phrynosomatidae,NA,frontal,1,NA,NA,100,NA,NA
27892,NA,Frontal_PW,5.25,41229,1D/E,132.5,130,135,2C6,lizard,Phrynosomatidae,NA,frontal,1,NA,NA,100,NA,NA
27892,NA,Frontal_SW,1.368,41229,1D/E,132.5,130,135,2C6,lizard,Phrynosomatidae,NA,frontal,1,NA,NA,100,NA,NA
27893,NA,Frontal_GL,4.961,41229,1D/E,132.5,130,135,2C6,lizard,Phrynosomatidae,NA,frontal,1,NA,NA,100,NA,NA
27893,NA,Frontal_SW,1.145,41229,1D/E,132.5,130,135,2C6,lizard,Phrynosomatidae,NA,frontal,1,NA,NA,100,NA,NA
27894,NA,Frontal_GL,4.965,41229,1D/E,132.5,130,135,2C6,lizard,Phrynosomatidae,NA,frontal,1,NA,NA,100,NA,NA
27894,NA,Frontal_PW,4.947,41229,1D/E,132.5,130,135,2C6,lizard,Phrynosomatidae,NA,frontal,1,NA,NA,100,NA,NA
27894,NA,Frontal_SW,1.193,41229,1D/E,132.5,130,135,2C6,lizard,Phrynosomatidae,NA,frontal,1,NA,NA,100,NA,NA
27895,NA,Frontal_GL,5.123,41229,1D/E,132.5,130,135,2C6,lizard,Phrynosomatidae,NA,frontal,1,NA,NA,100,NA,NA
27895,NA,Frontal_PW,4.405,41229,1D/E,132.5,130,135,2C6,lizard,Phrynosomatidae,NA,frontal,1,NA,NA,100,NA,NA
27895,NA,Frontal_SW,1.14,41229,1D/E,132.5,130,135,2C6,lizard,Phrynosomatidae,NA,frontal,1,NA,NA,100,NA,NA
27896,NA,Frontal_GL,6.162,41229,1D/E,132.5,130,135,2C6,lizard,Phrynosomatidae,NA,frontal,1,NA,NA,75,NA,NA
27896,NA,Frontal_SW,1.826,41229,1D/E,132.5,130,135,2C6,lizard,Phrynosomatidae,NA,frontal,1,NA,NA,75,NA,NA
27897,NA,Frontal_GL,4.933,41229,1D/E,132.5,130,135,2C6,lizard,Phrynosomatidae,NA,frontal,1,NA,NA,100,NA,NA
27897,NA,Frontal_PW,5.124,41229,1D/E,132.5,130,135,2C6,lizard,Phrynosomatidae,NA,frontal,1,NA,NA,100,NA,NA
27897,NA,Frontal_SW,1.177,41229,1D/E,132.5,130,135,2C6,lizard,Phrynosomatidae,NA,frontal,1,NA,NA,100,NA,NA
27898,NA,Frontal_GL,5.501,41229,1D/E,132.5,130,135,2C6,lizard,Phrynosomatidae,NA,frontal,1,NA,NA,100,NA,NA
27898,NA,Frontal_SW,1.184,41229,1D/E,132.5,130,135,2C6,lizard,Phrynosomatidae,NA,frontal,1,NA,NA,100,NA,NA
27899,NA,Frontal_GL,5.197,41229,1D/E,132.5,130,135,2C6,lizard,Phrynosomatidae,NA,frontal,1,NA,NA,100,NA,NA
27899,NA,Frontal_PW,4.564,41229,1D/E,132.5,130,135,2C6,lizard,Phrynosomatidae,NA,frontal,1,NA,NA,100,NA,NA
27899,NA,Frontal_SW,1.035,41229,1D/E,132.5,130,135,2C6,lizard,Phrynosomatidae,NA,frontal,1,NA,NA,100,NA,NA
27900,NA,Frontal_GL,4.883,41229,1D/E,132.5,130,135,2C6,lizard,Phrynosomatidae,NA,frontal,1,NA,NA,100,NA,NA
27900,NA,Frontal_PW,4.65,41229,1D/E,132.5,130,135,2C6,lizard,Phrynosomatidae,NA,frontal,1,NA,NA,100,NA,NA
27900,NA,Frontal_SW,0.983,41229,1D/E,132.5,130,135,2C6,lizard,Phrynosomatidae,NA,frontal,1,NA,NA,100,NA,NA
27901,NA,Frontal_GL,5.16,41229,1D/E,132.5,130,135,2C6,lizard,Phrynosomatidae,NA,frontal,1,NA,NA,100,NA,NA
27901,NA,Frontal_PW,4.684,41229,1D/E,132.5,130,135,2C6,lizard,Phrynosomatidae,NA,frontal,1,NA,NA,100,NA,NA
27901,NA,Frontal_SW,1.185,41229,1D/E,132.5,130,135,2C6,lizard,Phrynosomatidae,NA,frontal,1,NA,NA,100,NA,NA
27902,NA,Frontal_GL,4.193,41229,1D/E,132.5,130,135,2C6,lizard,Phrynosomatidae,NA,frontal,1,NA,NA,100,NA,NA
27902,NA,Frontal_PW,3.281,41229,1D/E,132.5,130,135,2C6,lizard,Phrynosomatidae,NA,frontal,1,NA,NA,100,NA,NA
27902,NA,Frontal_SW,0.913,41229,1D/E,132.5,130,135,2C6,lizard,Phrynosomatidae,NA,frontal,1,NA,NA,100,NA,NA
27903,NA,Frontal_GL,5.351,41229,1D/E,132.5,130,135,2C6,lizard,Phrynosomatidae,NA,frontal,1,NA,NA,100,NA,NA
27903,NA,Frontal_PW,5.51,41229,1D/E,132.5,130,135,2C6,lizard,Phrynosomatidae,NA,frontal,1,NA,NA,100,NA,NA
27903,NA,Frontal_SW,1.299,41229,1D/E,132.5,130,135,2C6,lizard,Phrynosomatidae,NA,frontal,1,NA,NA,100,NA,NA
27904,NA,Frontal_GL,5.263,41229,1D/E,132.5,130,135,2C6,lizard,Phrynosomatidae,NA,frontal,1,NA,NA,100,NA,NA
27904,NA,Frontal_PW,4.936,41229,1D/E,132.5,130,135,2C6,lizard,Phrynosomatidae,NA,frontal,1,NA,NA,100,NA,NA
27904,NA,Frontal_SW,1.16,41229,1D/E,132.5,130,135,2C6,lizard,Phrynosomatidae,NA,frontal,1,NA,NA,100,NA,NA
27905,NA,Frontal_GL,4.475,41229,1D/E,132.5,130,135,2C6,lizard,Phrynosomatidae,NA,frontal,1,NA,NA,100,NA,NA
27905,NA,Frontal_PW,4.808,41229,1D/E,132.5,130,135,2C6,lizard,Phrynosomatidae,NA,frontal,1,NA,NA,100,NA,NA
27905,NA,Frontal_SW,1.07,41229,1D/E,132.5,130,135,2C6,lizard,Phrynosomatidae,NA,frontal,1,NA,NA,100,NA,NA
27906,NA,Frontal_GL,4.983,41229,1D/E,132.5,130,135,2C6,lizard,Phrynosomatidae,NA,frontal,1,NA,NA,100,NA,NA
27906,NA,Frontal_PW,4.583,41229,1D/E,132.5,130,135,2C6,lizard,Phrynosomatidae,NA,frontal,1,NA,NA,100,NA,NA
27906,NA,Frontal_SW,1.055,41229,1D/E,132.5,130,135,2C6,lizard,Phrynosomatidae,NA,frontal,1,NA,NA,100,NA,NA
27907,NA,Frontal_GL,5.065,41229,1D/E,132.5,130,135,2C6,lizard,Phrynosomatidae,NA,frontal,1,NA,NA,100,NA,NA
27907,NA,Frontal_PW,4.579,41229,1D/E,132.5,130,135,2C6,lizard,Phrynosomatidae,NA,frontal,1,NA,NA,100,NA,NA
27907,NA,Frontal_SW,1.001,41229,1D/E,132.5,130,135,2C6,lizard,Phrynosomatidae,NA,frontal,1,NA,NA,100,NA,NA
27908,NA,Frontal_GL,5.754,41229,1D/E,132.5,130,135,2C6,lizard,Phrynosomatidae,NA,frontal,1,NA,NA,75,NA,NA
27908,NA,Frontal_PW,5.883,41229,1D/E,132.5,130,135,2C6,lizard,Phrynosomatidae,NA,frontal,1,NA,NA,75,NA,NA
27908,NA,Frontal_SW,1.142,41229,1D/E,132.5,130,135,2C6,lizard,Phrynosomatidae,NA,frontal,1,NA,NA,75,NA,NA
27909,NA,Frontal_PW,4.506,41229,1D/E,132.5,130,135,2C6,lizard,Phrynosomatidae,NA,frontal,1,NA,NA,75,NA,NA
27909,NA,Frontal_SW,1.019,41229,1D/E,132.5,130,135,2C6,lizard,Phrynosomatidae,NA,frontal,1,NA,NA,75,NA,NA
27910,NA,Frontal_GL,5.316,41229,1D/E,132.5,130,135,2C6,lizard,Phrynosomatidae,NA,frontal,1,NA,NA,100,NA,NA
27910,NA,Frontal_PW,4.799,41229,1D/E,132.5,130,135,2C6,lizard,Phrynosomatidae,NA,frontal,1,NA,NA,100,NA,NA
27910,NA,Frontal_SW,1.089,41229,1D/E,132.5,130,135,2C6,lizard,Phrynosomatidae,NA,frontal,1,NA,NA,100,NA,NA
27928,NA,Maxilla_LDR,7.882,41229,1D/E,132.5,130,135,2C6,lizard,Phrynosomatidae,Phrynosoma,maxilla,1,1L,NA,100,NA,none
27929,NA,Maxilla_LDR,7.069,41229,1D/E,132.5,130,135,2C6,lizard,Phrynosomatidae,Phrynosoma,maxilla,1,1L,NA,100,NA,none
27930,NA,Maxilla_LDR,7.435,41229,1D/E,132.5,130,135,2C6,lizard,Phrynosomatidae,Phrynosoma,maxilla,1,1R,NA,100,NA,none
27931,NA,Maxilla_LDR,6.534,41229,1D/E,132.5,130,135,2C6,lizard,Phrynosomatidae,Phrynosoma,maxilla,1,1R,NA,100,NA,none
27932,NA,Maxilla_LDR,6.477,41229,1D/E,132.5,130,135,2C6,lizard,Phrynosomatidae,Phrynosoma,maxilla,1,1R,NA,100,NA,none
27933,NA,Maxilla_LDR,6.186,41229,1D/E,132.5,130,135,2C6,lizard,Phrynosomatidae,NA,maxilla,1,1L,"slightly tricuspid, slightly eroded tooth crowns",100,NA,crown
27935,NA,Parietal_GL,3.988,41229,1D/E,132.5,130,135,2C6,lizard,Phrynosomatidae,Phrynosoma douglasii species complex,parietal,1,NA,"short horns,weathered",100,NA,NA
27935,NA,Parietal_GW,6.989,41229,1D/E,132.5,130,135,2C6,lizard,Phrynosomatidae,Phrynosoma douglasii species complex,parietal,1,NA,"short horns,weathered",100,NA,NA
27936,NA,Parietal_GL,3.27,41229,1D/E,132.5,130,135,2C6,lizard,Phrynosomatidae,NA,parietal,1,NA,NA,100,NA,NA
27937,NA,Parietal_GL,3.316,41229,1D/E,132.5,130,135,2C6,lizard,Phrynosomatidae,NA,parietal,1,NA,NA,100,NA,NA
27937,NA,Parietal_GW,4.33,41229,1D/E,132.5,130,135,2C6,lizard,Phrynosomatidae,NA,parietal,1,NA,NA,100,NA,NA
27938,NA,Parietal_GL,3.408,41229,1D/E,132.5,130,135,2C6,lizard,Phrynosomatidae,NA,parietal,1,NA,NA,100,NA,NA
27938,NA,Parietal_GW,4.934,41229,1D/E,132.5,130,135,2C6,lizard,Phrynosomatidae,NA,parietal,1,NA,NA,100,NA,NA
27939,NA,Parietal_GL,3.544,41229,1D/E,132.5,130,135,2C6,lizard,Phrynosomatidae,NA,parietal,1,NA,NA,100,NA,NA
27939,NA,Parietal_GW,4.964,41229,1D/E,132.5,130,135,2C6,lizard,Phrynosomatidae,NA,parietal,1,NA,NA,100,NA,NA
27940,NA,Parietal_GL,3.299,41229,1D/E,132.5,130,135,2C6,lizard,Phrynosomatidae,NA,parietal,1,NA,NA,100,NA,NA
27940,NA,Parietal_GW,5.096,41229,1D/E,132.5,130,135,2C6,lizard,Phrynosomatidae,NA,parietal,1,NA,NA,100,NA,NA
27941,NA,Parietal_GL,3.294,41229,1D/E,132.5,130,135,2C6,lizard,Phrynosomatidae,NA,parietal,1,NA,NA,100,NA,NA
27941,NA,Parietal_GW,4.584,41229,1D/E,132.5,130,135,2C6,lizard,Phrynosomatidae,NA,parietal,1,NA,NA,100,NA,NA
27965,NA,Frontal_GL,4.692,41229,1E,132.5,130,135,2C6,lizard,Phrynosomatidae,NA,frontal,1,NA,NA,75,NA,NA
27965,NA,Frontal_SW,1.194,41229,1E,132.5,130,135,2C6,lizard,Phrynosomatidae,NA,frontal,1,NA,NA,75,NA,NA
27977,NA,Dentary_LDR,8.017,41229,1,137.5,135,140,2C8,lizard,Scincidae,Scincinae,dentary,1,1L,"unicuspid, striated crowns",75,NA,crown
27979,NA,Dentary_LDR,8.683,41229,1,137.5,135,140,2C8,lizard,Scincidae,Scincinae,dentary,1,1R,"unicuspid, striated crowns",75,NA,none
27980,NA,Dentary_LDR,6.291,41229,1,137.5,135,140,2C8,lizard,Anguidae,NA,dentary,1,1R,"unnicuspid, recurved teeth",100,NA,crown
27981,NA,Dentary_LDR,5.782,41229,1,137.5,135,140,2C8,lizard,Anguidae,Ophisaurus,dentary,1,1R,"unnicuspid, recurved teeth",75,NA,crown
27984,NA,Frontal_GL,5.971,41229,1,137.5,135,140,2C8,lizard,Phrynosomatidae,NA,frontal,1,NA,NA,75,NA,NA
27984,NA,Frontal_SW,1.684,41229,1,137.5,135,140,2C8,lizard,Phrynosomatidae,NA,frontal,1,NA,NA,75,NA,NA
27988,NA,Maxilla_LDR,5.615,41229,1,137.5,135,140,2C8,lizard,Phrynosomatidae,NA,maxilla,1,1L,"slightly tricuspid, slightly eroded tooth crowns",100,NA,crown
27989,NA,Maxilla_LDR,11.421,41229,1,137.5,135,140,2C8,lizard,Crotaphytidae,NA,maxilla,1,1L,"tricuspid, wide teeth",100,NA,crown
27990,NA,Maxilla_LDR,7.377,41229,1,137.5,135,140,2C8,lizard,Teiidae,Teiinae,maxilla,1,1L,NA,100,NA,none
27991,NA,Maxilla_LDR,7.182,41229,1,137.5,135,140,2C8,lizard,Scincidae,Scincinae,maxilla,1,1L,NA,100,NA,none
27996,NA,Dentary_LDR,5.753,41229,1A,137.5,135,140,2C7,lizard,Phrynosomatidae,NA,dentary,1,1L,"tricuspid, slightly eroded tooth crowns",100,NA,crown
