Specimen_Number,Specimen_Letter,Measurement_Type,Measurement_(mm),Locality_Num,Pit,Level_mean,Level_min,Level_max,Drawer,Higher_Classification,Family,MS_classification,Element,NISP,Details,Notes,Quadrant,GMM?,TeethCorrosion
28105,NA,Maxilla_LDR,5.687,41229,1C,142.5,140,145,2C9,lizard,Phrynosomatidae,NA,maxilla,1,1L,"tricuspid, slightly eroded tooth crowns",100,NA,crown
28114,NA,Maxilla_LDR,11.637,41229,1D,142.5,140,145,2C9,lizard,Crotaphytidae,NA,maxilla,1,1L,in 2 pieces,100,NA,none
28117,NA,Dentary_LDR,6.293,41229,1E,142.5,140,145,2C9,lizard,Phrynosomatidae,Phrynosoma cf. cornutum,dentary,1,1L,"tubercle, open mk",75,NA,none
28119,NA,Dentary_LDR,5.967,41229,1E,142.5,140,145,2C9,lizard,Phrynosomatidae,NA,dentary,1,1L,"tricuspid, slightly eroded tooth crowns",75,NA,crown
28120,NA,Dentary_LDR,7.693,41229,1E,142.5,140,145,2C9,lizard,Scincidae,Scincinae,dentary,1,1L,"unicuspid, striated crowns",75,NA,crown
28121,NA,Dentary_LDR,9.515,41229,1E,142.5,140,145,2C9,lizard,Scincidae,Scincinae,dentary,1,1L,"unicuspid, striated crowns",75,NA,crown
28122,NA,Dentary_LDR,7.316,41229,1E,142.5,140,145,2C9,lizard,Scincidae,Scincinae,dentary,1,1L,"unicuspid, striated crowns",75,NA,crown
28123,NA,Dentary_LDR,8.164,41229,1E,142.5,140,145,2C9,lizard,Scincidae,Scincinae,dentary,1,1L,"unicuspid, striated crowns",75,NA,crown
28124,NA,Dentary_LDR,6.617,41229,1E,142.5,140,145,2C9,lizard,Phrynosomatidae,NA,dentary,1,1R,eroded tooth shaft and crown,75,NA,shaft
28127,NA,Dentary_LDR,7.817,41229,1E,142.5,140,145,2C9,lizard,Phrynosomatidae,NA,dentary,1,1R,"tricuspid, slightly eroded tooth crowns",75,NA,crown
28128,NA,Dentary_LDR,7.422,41229,1E,142.5,140,145,2C9,lizard,Phrynosomatidae,NA,dentary,1,1R,"tricuspid, slightly eroded tooth crowns",75,NA,crown
28130,NA,Dentary_LDR,8.788,41229,1E,142.5,140,145,2C9,lizard,Scincidae,Scincinae,dentary,1,1R,"unicuspid, striated crowns",75,NA,none
28131,NA,Dentary_LDR,8.342,41229,1E,142.5,140,145,2C9,lizard,Scincidae,Scincinae,dentary,1,1R,"unicuspid, striated crowns",75,NA,crown
28134,NA,Frontal_GL,4.826,41229,1E,142.5,140,145,2C9,lizard,Phrynosomatidae,Phrynosoma cornutum,frontal,1,NA,bumpy dorsal surface,75,NA,NA
28134,NA,Frontal_SW,1.474,41229,1E,142.5,140,145,2C9,lizard,Phrynosomatidae,Phrynosoma cornutum,frontal,1,NA,bumpy dorsal surface,75,NA,NA
28135,NA,Frontal_SW,3.927,41229,1E,142.5,140,145,2C9,lizard,Phrynosomatidae,Phrynosoma cornutum,frontal,1,NA,bumpy dorsal surface,75,NA,NA
28138,NA,Frontal_GL,4.685,41229,1E,142.5,140,145,2C9,lizard,Phrynosomatidae,NA,frontal,1,NA,NA,100,NA,NA
28138,NA,Frontal_PW,4.862,41229,1E,142.5,140,145,2C9,lizard,Phrynosomatidae,NA,frontal,1,NA,NA,100,NA,NA
28138,NA,Frontal_SW,1.299,41229,1E,142.5,140,145,2C9,lizard,Phrynosomatidae,NA,frontal,1,NA,NA,100,NA,NA
28148,NA,Maxilla_LDR,6.75,41229,1E,142.5,140,145,2C9,lizard,Teiidae,Teiinae,maxilla,1,1L,"bicuspid, some tricuspid",100,NA,none
28151,NA,Maxilla_LDR,6.645,41229,1E,142.5,140,145,2C9,lizard,Scincidae,Scincinae,maxilla,1,1R,"unicuspid, striated crowns",100,NA,crown
28152,NA,Maxilla_LDR,6.572,41229,1E,142.5,140,145,2C9,lizard,Crotaphytidae,NA,maxilla,1,1R,"wide teeth, tricuspid",75,NA,crown
28167,NA,Frontal_GL,4.723,41229,1A,147.5,145,150,2C11,lizard,Phrynosomatidae,NA,frontal,1,NA,coated in travertine,75,NA,NA
28167,NA,Frontal_SW,1.421,41229,1A,147.5,145,150,2C11,lizard,Phrynosomatidae,NA,frontal,1,NA,coated in travertine,75,NA,NA
28168,NA,Frontal_GL,4.902,41229,1A,147.5,145,150,2C11,lizard,Phrynosomatidae,NA,frontal,1,NA,NA,100,NA,NA
28168,NA,Frontal_SW,1.298,41229,1A,147.5,145,150,2C11,lizard,Phrynosomatidae,NA,frontal,1,NA,NA,100,NA,NA
28169,NA,Maxilla_LDR,5.276,41229,1A,147.5,145,150,2C11,lizard,Phrynosomatidae,NA,maxilla,1,1R,"tricuspid, slightly eroded tooth crowns",75,NA,crown
28170,NA,Maxilla_LDR,6.603,41229,1A,147.5,145,150,2C11,lizard,Phrynosomatidae,NA,maxilla,1,1R,"tricuspid, slightly eroded tooth crowns",100,Yes,crown
28179,NA,Dentary_LDR,5.347,41229,1B,147.5,145,150,2C11,lizard,Phrynosomatidae,NA,dentary,1,1L,"tricuspid, slightly eroded tooth crowns",75,NA,crown
28180,NA,Dentary_LDR,5.454,41229,1B,147.5,145,150,2C11,lizard,Phrynosomatidae,NA,dentary,1,1L,coroded tooth crowns,75,NA,crown
28181,NA,Dentary_LDR,5.028,41229,1B,147.5,145,150,2C11,lizard,Phrynosomatidae,NA,dentary,1,1L,coroded tooth crowns and broken teeth?,75,NA,crown
28182,NA,Dentary_LDR,4.332,41229,1B,147.5,145,150,2C11,lizard,Phrynosomatidae,NA,dentary,1,1R,"tricuspid, slightly eroded tooth crowns",75,NA,crown
28185,NA,Dentary_LDR,6.549,41229,1B,147.5,145,150,2C11,lizard,Phrynosomatidae,NA,dentary,1,1R,"tricuspid, slightly eroded tooth crowns",75,NA,crown
28186,NA,Dentary_LDR,6.827,41229,1B,147.5,145,150,2C11,lizard,Teiidae,Teiinae,dentary,1,1L,"bicuspid, ant teeth missing top cusp",100,NA,crown
28187,NA,Dentary_LDR,7.162,41229,1B,147.5,145,150,2C11,lizard,Scincidae,Scincinae,dentary,1,1L,"unicuspid, striated crowns",75,NA,crown
28196,NA,Maxilla_LDR,5.99,41229,1B,147.5,145,150,2C11,lizard,Phrynosomatidae,NA,maxilla,1,1L,"tricuspid, slightly eroded tooth crowns",100,NA,crown
28210,NA,Dentary_LDR,6.201,41229,1C,147.5,145,150,2C11,lizard,Phrynosomatidae,Phrynosoma cf. cornutum,dentary,1,1L,"tubercle, open mk",100,NA,none
28216,NA,Maxilla_LDR,11.219,41229,1C,147.5,145,150,2C11,lizard,Crotaphytidae,NA,maxilla,1,1L,"wide teeth, tricuspid",100,NA,crown
28217,NA,Maxilla_LDR,7.134,41229,1C,147.5,145,150,2C11,lizard,Crotaphytidae,NA,maxilla,1,1L,"wide teeth, tricuspid",100,NA,crown
28220,NA,Maxilla_LDR,8.468,41229,1C,147.5,145,150,2C11,lizard,Scincidae,Scincinae,maxilla,1,1L,"unicuspid, striated crowns",100,NA,crown
28221,NA,Maxilla_LDR,8.59,41229,1C,147.5,145,150,2C11,lizard,Scincidae,Scincinae,maxilla,1,1R,NA,100,NA,crown
28222,NA,Maxilla_LDR,8.003,41229,1C,147.5,145,150,2C11,lizard,Scincidae,Scincinae,maxilla,1,1R,NA,100,NA,none
28223,NA,Maxilla_LDR,7.631,41229,1C,147.5,145,150,2C11,lizard,Scincidae,Scincinae,maxilla,1,1R,"missng crowns, coroded shaft",100,NA,shaft
28224,NA,Maxilla_LDR,8.884,41229,1C,147.5,145,150,2C11,lizard,Scincidae,Scincinae,maxilla,1,1R,NA,100,NA,none
28237,NA,Dentary_LDR,7.014,41229,1E,147.5,145,150,2C13,lizard,Phrynosomatidae,NA,dentary,1,1L,"tricuspid, slightly eroded tooth crowns",75,NA,crown
28238,NA,Dentary_LDR,6.724,41229,1E,147.5,145,150,2C13,lizard,Phrynosomatidae,NA,dentary,1,1L,coated in travertine,75,NA,crown
28239,NA,Dentary_LDR,7.435,41229,1E,147.5,145,150,2C13,lizard,Scincidae,Scincinae,dentary,1,1L,"unicuspid, striated crowns",75,NA,crown
28240,NA,Dentary_LDR,6.454,41229,1E,147.5,145,150,2C13,lizard,Scincidae,Scincinae,dentary,1,1L,"unicuspid, striated crowns",75,NA,crown
28241,NA,Dentary_LDR,8.432,41229,1E,147.5,145,150,2C13,lizard,Scincidae,Scincinae,dentary,1,1L,"unicuspid, striated crowns",75,NA,crown
28242,NA,Dentary_LDR,6.027,41229,1E,147.5,145,150,2C13,lizard,Phrynosomatidae,NA,dentary,1,1R,"tricuspid, eroded tooth crowns",75,NA,crown
28243,NA,Dentary_LDR,7.326,41229,1E,147.5,145,150,2C13,lizard,Phrynosomatidae,NA,dentary,1,1R,"tricuspid, eroded tooth crowns",100,NA,crown
28244,NA,Dentary_LDR,6.827,41229,1E,147.5,145,150,2C13,lizard,Phrynosomatidae,NA,dentary,1,1R,eroded tooth shaft and crown,75,NA,shaft
28245,NA,Dentary_LDR,5.656,41229,1E,147.5,145,150,2C13,lizard,Teiidae,Teiinae,dentary,1,1R,"bicuspid, some tricuspid",100,NA,none
28246,NA,Dentary_LDR,8.17,41229,1E,147.5,145,150,2C13,lizard,Teiidae,Teiinae,dentary,1,1L,bicuspid,100,NA,none
28247,NA,Dentary_LDR,7.81,41229,1E,147.5,145,150,2C13,lizard,Teiidae,Teiinae,dentary,1,1L,"bicuspid, some tricuspid",100,NA,none
28248,NA,Dentary_LDR,7.49,41229,1E,147.5,145,150,2C13,lizard,Teiidae,Teiinae,dentary,1,1R,coated in travertine,75,NA,none
28249,NA,Dentary_LDR,6.996,41229,1E,147.5,145,150,2C13,lizard,Anguidae,NA,dentary,1,1R,"unicuspid, recurved teeth, coroded crowns",75,NA,shaft
28254,NA,Frontal_GL,3.403,41229,1E,147.5,145,150,2C13,lizard,Phrynosomatidae,Phrynosoma douglasii species complex,frontal,1,NA,somewhat smooth,100,NA,NA
28254,NA,Frontal_SW,1.14,41229,1E,147.5,145,150,2C13,lizard,Phrynosomatidae,Phrynosoma douglasii species complex,frontal,1,NA,somewhat smooth,100,NA,NA
28255,NA,Frontal_GL,4.988,41229,1E,147.5,145,150,2C13,lizard,Phrynosomatidae,NA,frontal,1,NA,NA,100,NA,NA
28255,NA,Frontal_PW,5.053,41229,1E,147.5,145,150,2C13,lizard,Phrynosomatidae,NA,frontal,1,NA,NA,100,NA,NA
28255,NA,Frontal_SW,1.237,41229,1E,147.5,145,150,2C13,lizard,Phrynosomatidae,NA,frontal,1,NA,NA,100,NA,NA
28256,NA,Frontal_GL,5.001,41229,1E,147.5,145,150,2C13,lizard,Phrynosomatidae,NA,frontal,1,NA,NA,100,NA,NA
28256,NA,Frontal_SW,1.055,41229,1E,147.5,145,150,2C13,lizard,Phrynosomatidae,NA,frontal,1,NA,NA,100,NA,NA
28257,NA,Frontal_GL,4.271,41229,1E,147.5,145,150,2C13,lizard,Phrynosomatidae,NA,frontal,1,NA,NA,100,NA,NA
28257,NA,Frontal_PW,4.896,41229,1E,147.5,145,150,2C13,lizard,Phrynosomatidae,NA,frontal,1,NA,NA,100,NA,NA
28257,NA,Frontal_SW,1.02,41229,1E,147.5,145,150,2C13,lizard,Phrynosomatidae,NA,frontal,1,NA,NA,100,NA,NA
28258,NA,Frontal_GL,4.74,41229,1E,147.5,145,150,2C13,lizard,Phrynosomatidae,NA,frontal,1,NA,NA,100,NA,NA
28258,NA,Frontal_PW,4.921,41229,1E,147.5,145,150,2C13,lizard,Phrynosomatidae,NA,frontal,1,NA,NA,100,NA,NA
28258,NA,Frontal_SW,0.987,41229,1E,147.5,145,150,2C13,lizard,Phrynosomatidae,NA,frontal,1,NA,NA,100,NA,NA
28259,NA,Frontal_GL,4.228,41229,1E,147.5,145,150,2C13,lizard,Phrynosomatidae,NA,frontal,1,NA,NA,75,NA,NA
28259,NA,Frontal_PW,4.07,41229,1E,147.5,145,150,2C13,lizard,Phrynosomatidae,NA,frontal,1,NA,NA,75,NA,NA
28259,NA,Frontal_SW,0.877,41229,1E,147.5,145,150,2C13,lizard,Phrynosomatidae,NA,frontal,1,NA,NA,75,NA,NA
28260,NA,Frontal_GL,5.14,41229,1E,147.5,145,150,2C13,lizard,Phrynosomatidae,NA,frontal,1,NA,NA,75,NA,NA
28260,NA,Frontal_SW,1.509,41229,1E,147.5,145,150,2C13,lizard,Phrynosomatidae,NA,frontal,1,NA,NA,75,NA,NA
28261,NA,Frontal_GL,8.012,41229,1E,147.5,145,150,2C13,lizard,Teiidae,Teiinae,frontal,1,NA,NA,100,NA,NA
28261,NA,Frontal_SW,1.699,41229,1E,147.5,145,150,2C13,lizard,Teiidae,Teiinae,frontal,1,NA,NA,100,NA,NA
28261,NA,Frontal_PW,4.634,41229,1E,147.5,145,150,2C13,lizard,Teiidae,Teiinae,frontal,1,NA,NA,100,NA,NA
28278,NA,Maxilla_LDR,5.886,41229,1E,147.5,145,150,2C13,lizard,Phrynosomatidae,Phrynosoma,maxilla,1,1L,NA,100,NA,none
28279,NA,Maxilla_LDR,5.76,41229,1E,147.5,145,150,2C13,lizard,Phrynosomatidae,NA,maxilla,1,1L,"tricuspid, slightly eroded tooth crowns",100,NA,crown
28280,NA,Maxilla_LDR,6.136,41229,1E,147.5,145,150,2C13,lizard,Phrynosomatidae,NA,maxilla,1,1L,"tricuspid, slightly eroded tooth crowns",100,NA,crown
28281,NA,Maxilla_LDR,6.395,41229,1E,147.5,145,150,2C13,lizard,Phrynosomatidae,NA,maxilla,1,1R,"tricuspid, slightly eroded tooth crowns",100,NA,crown
28282,NA,Maxilla_LDR,6.458,41229,1E,147.5,145,150,2C13,lizard,Scincidae,Scincinae,maxilla,1,1L,"unicuspid, striated crowns",100,NA,crown
28283,NA,Maxilla_LDR,7.018,41229,1E,147.5,145,150,2C13,lizard,Scincidae,Scincinae,maxilla,1,1R,"unicuspid, striated crowns",100,NA,crown
28284,NA,Maxilla_LDR,7.602,41229,1E,147.5,145,150,2C13,lizard,Scincidae,Scincinae,maxilla,1,1R,"unicuspid, striated crowns",100,NA,crown
28285,NA,Maxilla_LDR,6.667,41229,1E,147.5,145,150,2C13,lizard,Scincidae,Scincinae,maxilla,1,1R,"unicuspid, striated crowns",100,NA,crown
28286,NA,Maxilla_LDR,5.625,41229,1E,147.5,145,150,2C13,lizard,Teiidae,Teiinae,maxilla,1,1R,"bicuspid, some tricuspid",100,NA,none
28287,NA,Maxilla_LDR,5.545,41229,1E,147.5,145,150,2C13,lizard,Teiidae,Teiinae,maxilla,1,1R,"bicuspid, some tricuspid",75,NA,crown
28315,NA,Dentary_LDR,8.801,41229,1A,152.5,150,155,2D2,lizard,Phrynosomatidae,Phrynosoma cf. cornutum,dentary,1,1L,"tubercle, open mk",100,NA,crown
28319,NA,Dentary_LDR,6.835,41229,1B,152.5,150,155,2D1,lizard,Phrynosomatidae,Phrynosoma cf. cornutum,dentary,1,1R,"tubercle, open mk",100,NA,none
28320,NA,Dentary_LDR,7.179,41229,1B,152.5,150,155,2D1,lizard,Teiidae,Teiinae,dentary,1,1R,"bicuspid, some tricuspid",100,NA,none
28321,NA,Dentary_LDR,8.05,41229,1B,152.5,150,155,2D1,lizard,Scincidae,Scincinae,dentary,1,1R,"unicuspid, striated crowns",75,NA,none
28325,NA,Maxilla_LDR,7.106,41229,1B,152.5,150,155,2D1,lizard,Teiidae,Teiinae,maxilla,1,1R,"bicuspid, some tricuspid",100,NA,none
28335,NA,Dentary_LDR,6.503,41229,1E,152.5,150,155,2D2,lizard,Phrynosomatidae,NA,dentary,1,1R,"tricuspid, slightly eroded tooth crowns",75,NA,crown
28336,NA,Dentary_LDR,7.391,41229,1E,152.5,150,155,2D2,lizard,Phrynosomatidae,NA,dentary,1,1R,"tricuspid, slightly eroded tooth crowns",75,NA,crown
28337,NA,Dentary_LDR,6.883,41229,1E,152.5,150,155,2D2,lizard,Phrynosomatidae,NA,dentary,1,1L,"tricuspid, slightly eroded tooth crowns",75,NA,crown
28338,NA,Dentary_LDR,7.506,41229,1E,152.5,150,155,2D2,lizard,Phrynosomatidae,NA,dentary,1,1R,"tricuspid, slightly eroded tooth crowns",100,NA,crown
28340,NA,Dentary_LDR,9.219,41229,1E,152.5,150,155,2D2,lizard,Scincidae,Scincinae,dentary,1,1R,"unicuspid, striated crowns",75,NA,crown
28346,NA,Maxilla_LDR,5.29,41229,1E,152.5,150,155,2D2,lizard,Phrynosomatidae,NA,maxilla,1,1L,"tricuspid, slightly eroded tooth crowns",100,NA,crown
28347,NA,Maxilla_LDR,6.243,41229,1E,152.5,150,155,2D2,lizard,Scincidae,Scincinae,maxilla,1,1L,"unicuspid, striated crowns",75,NA,crown
28348,NA,Maxilla_LDR,6.824,41229,1E,152.5,150,155,2D2,lizard,Scincidae,Scincinae,maxilla,1,1L,"unicuspid, striated crowns",100,NA,crown
28349,NA,Maxilla_LDR,4.734,41229,1E,152.5,150,155,2D2,lizard,Scincidae,Scincinae,maxilla,1,1L,"unicuspid, striated crowns",75,NA,crown
28351,NA,Parietal_GL,3.659,41229,1E,152.5,150,155,2D2,lizard,Phrynosomatidae,NA,parietal,1,NA,NA,100,NA,NA
28351,NA,Parietal_GW,4.711,41229,1E,152.5,150,155,2D2,lizard,Phrynosomatidae,NA,parietal,1,NA,NA,100,NA,NA
28364,NA,Dentary_LDR,6.989,41229,1,157.5,150,165,2D1,lizard,Phrynosomatidae,NA,dentary,1,1L,"tricuspid, slightly eroded tooth crowns",75,NA,crown
28365,NA,Dentary_LDR,5.921,41229,1,157.5,150,165,2D1,lizard,Phrynosomatidae,NA,dentary,1,1L,"tricuspid, slightly eroded tooth crowns",75,NA,crown
28366,NA,Dentary_LDR,7.071,41229,1,157.5,150,165,2D1,lizard,Phrynosomatidae,NA,dentary,1,1L,"tricuspid, slightly eroded tooth crowns",75,NA,crown
28368,NA,Dentary_LDR,7.283,41229,1,157.5,150,165,2D1,lizard,Scincidae,Scincinae,dentary,1,1L,eroded tooth shaft and crown,75,NA,shaft
28371,NA,Maxilla_LDR,4.931,41229,1,157.5,150,165,2D1,lizard,Anguidae,Ophisaurus,maxilla,1,1L,"recurved, unicuspid teeth",100,NA,none
28373,NA,Dentary_LDR,6.314,41229,1D,153.5,152,155,2D1,lizard,Phrynosomatidae,cf. Sceloporus,dentary,1,1R,"tricuspid, slightly eroded tooth crowns",100,Yes,crown
28374,NA,Dentary_LDR,8.153,41229,1D,153.5,152,155,2D1,lizard,Teiidae,Teiinae,dentary,1,1L,bicuspid slightly eroded tooth crowns,100,NA,crown
28379,NA,Frontal_GL,4.634,41229,1D,153.5,152,155,2D1,lizard,Phrynosomatidae,NA,frontal,1,NA,NA,100,NA,NA
28379,NA,Frontal_SW,1.036,41229,1D,153.5,152,155,2D1,lizard,Phrynosomatidae,NA,frontal,1,NA,NA,100,NA,NA
28380,NA,Frontal_GL,5.123,41229,1D,153.5,152,155,2D1,lizard,Phrynosomatidae,NA,frontal,1,NA,NA,100,NA,NA
28380,NA,Frontal_PW,3.773,41229,1D,153.5,152,155,2D1,lizard,Phrynosomatidae,NA,frontal,1,NA,NA,100,NA,NA
28380,NA,Frontal_SW,1.389,41229,1D,153.5,152,155,2D1,lizard,Phrynosomatidae,NA,frontal,1,NA,NA,100,NA,NA
28381,NA,Maxilla_LDR,6.425,41229,1D,153.5,152,155,2D1,lizard,Phrynosomatidae,NA,maxilla,1,1L,"tricuspid, slightly eroded tooth crowns",100,Yes,crown
28382,NA,Maxilla_LDR,7.51,41229,1D,153.5,152,155,2D1,lizard,Teiidae,Teiinae,maxilla,1,1L,"bicuspid, some tricuspid",100,NA,none
28385,NA,Parietal_GL,3.497,41229,1D,153.5,152,155,2D1,lizard,Phrynosomatidae,Phrynosoma cornutum,parietal,1,NA,"broken horns, 1 middle, complete",100,NA,NA
28385,NA,Parietal_GW,6.108,41229,1D,153.5,152,155,2D1,lizard,Phrynosomatidae,Phrynosoma cornutum,parietal,1,NA,"broken horns, 1 middle, complete",100,NA,NA
28388,NA,Dentary_LDR,7.175,41229,1A,157.5,155,160,2D4,lizard,Anguidae,Ophisaurus,dentary,1,1L,"unicuspid, recurved teeth, su pr.",100,NA,crown
28389,NA,Dentary_LDR,7.032,41229,1A,157.5,155,160,2D4,lizard,Phrynosomatidae,NA,dentary,1,1L,"tricuspid,  eroded tooth crowns, with travertine, broken teeth, with splenial",75,NA,crown
28390,NA,Dentary_LDR,7.037,41229,1A,157.5,155,160,2D4,lizard,Phrynosomatidae,NA,dentary,1,1L,"tricuspid,  eroded tooth crowns, with travertine",100,NA,crown
28394,NA,Maxilla_LDR,5.53,41229,1A,157.5,155,160,2D4,lizard,Scincidae,Scincinae,maxilla,1,1R,"unicuspid, striated crowns",75,NA,none
28395,NA,Parietal_GL,3.071,41229,1A,157.5,155,160,2D4,lizard,Phrynosomatidae,NA,parietal,1,NA,NA,100,NA,NA
28395,NA,Parietal_GW,4.251,41229,1A,157.5,155,160,2D4,lizard,Phrynosomatidae,NA,parietal,1,NA,NA,100,NA,NA
28401,NA,Dentary_LDR,8.181,41229,1B,157.5,155,160,2D3,lizard,Crotaphytidae,NA,dentary,1,1L,"wide teeth, tricuspid",75,NA,crown
28402,NA,Dentary_LDR,7.38,41229,1B,157.5,155,160,2D3,lizard,Phrynosomatidae,NA,dentary,1,1R,"tricuspid,  eroded tooth crowns, with travertine",100,NA,crown
28403,NA,Dentary_LDR,6.224,41229,1B,157.5,155,160,2D3,lizard,Teiidae,Teiinae,dentary,1,1L,"bicuspid, some tricuspid",100,NA,none
28413,NA,Maxilla_LDR,6.684,41229,1B,157.5,155,160,2D3,lizard,Anguidae,Ophisaurus,maxilla,1,1R,unicuspid,100,NA,crown
28421,NA,Dentary_LDR,8.494,41229,1D,157.5,155,160,2D3,lizard,Scincidae,Scincinae,dentary,1,1L,NA,100,NA,none
28422,NA,Dentary_LDR,6.51,41229,1D,157.5,155,160,2D3,lizard,Scincidae,Scincinae,dentary,1,1L,NA,75,NA,shaft
28424,NA,Dentary_LDR,7.358,41229,1D,157.5,155,160,2D3,lizard,Scincidae,Scincinae,dentary,1,1R,NA,75,NA,shaft
28425,NA,Dentary_LDR,8.926,41229,1D,157.5,155,160,2D3,lizard,Scincidae,Scincinae,dentary,1,1R,NA,100,NA,none
28428,NA,Frontal_GL,4.381,41229,1D,157.5,155,160,2D3,lizard,Phrynosomatidae,NA,frontal,1,NA,NA,75,NA,NA
28428,NA,Frontal_SW,1.612,41229,1D,157.5,155,160,2D3,lizard,Phrynosomatidae,NA,frontal,1,NA,NA,75,NA,NA
28432,NA,Maxilla_LDR,5.713,41229,1D,157.5,155,160,2D3,lizard,Phrynosomatidae,NA,maxilla,1,1L,eroded tooth shaft and crown,100,NA,shaft
28434,NA,Maxilla_LDR,6.959,41229,1D,157.5,155,160,2D3,lizard,Scincidae,Scincinae,maxilla,1,1L,NA,75,NA,none
28435,NA,Maxilla_LDR,6.505,41229,1D,157.5,155,160,2D3,lizard,Anguidae,Ophisaurus,maxilla,1,1L,NA,100,NA,none
28442,NA,Articular_WR,2.235,41229,1D,157.5,155,160,2D3,lizard,Phrynosomatidae,Morphotype A,surangular_articular,1,1R,NA,100,NA,NA
28447,NA,Dentary_LDR,5.033,41229,1A,162.5,160,165,2D6,lizard,Phrynosomatidae,NA,dentary,1,1R,"tricuspid, some missing tooth crowns",75,NA,shaft
28448,NA,Dentary_LDR,6.813,41229,1A,162.5,160,165,2D6,lizard,Phrynosomatidae,NA,dentary,1,1R,"tricuspid, slightly eroded tooth crowns",75,NA,crown
28450,NA,Dentary_LDR,6.35,41229,1A,162.5,160,165,2D6,lizard,Phrynosomatidae,NA,dentary,1,1R,eroded tooth shaft and crown,75,NA,shaft
28451,NA,Dentary_LDR,6.323,41229,1A,162.5,160,165,2D6,lizard,Scincidae,Scincinae,dentary,1,1L,"unicuspid, striated crowns, travertine",75,NA,crown
28454,NA,Frontal_GL,5.026,41229,1A,162.5,160,165,2D6,lizard,Phrynosomatidae,Phrynosoma,frontal,1,NA,NA,75,NA,NA
28454,NA,Frontal_SW,1.819,41229,1A,162.5,160,165,2D6,lizard,Phrynosomatidae,Phrynosoma,frontal,1,NA,NA,75,NA,NA
28460,NA,Maxilla_LDR,6.427,41229,1A,162.5,160,165,2D6,lizard,Phrynosomatidae,NA,maxilla,1,1L,tricuspid,100,NA,none
28473,NA,Dentary_LDR,6.938,41229,1B,162.5,160,165,2D6,lizard,Phrynosomatidae,NA,dentary,1,1R,"tricuspid, slightly eroded tooth crowns",100,NA,crown
28475,NA,Maxilla_LDR,6.419,41229,1B,162.5,160,165,2D6,lizard,Scincidae,Scincinae,maxilla,1,1L,missng crowns and part of shaft,100,NA,shaft
28482,NA,Frontal_GL,5.018,41229,1D/E,162.5,160,165,2D5,lizard,Phrynosomatidae,NA,frontal,1,NA,NA,100,NA,NA
28482,NA,Frontal_PW,4.333,41229,1D/E,162.5,160,165,2D5,lizard,Phrynosomatidae,NA,frontal,1,NA,NA,100,NA,NA
28482,NA,Frontal_SW,1.053,41229,1D/E,162.5,160,165,2D5,lizard,Phrynosomatidae,NA,frontal,1,NA,NA,100,NA,NA
28485,NA,Dentary_LDR,6.806,41229,1E,162.5,160,165,2D6,lizard,Anguidae,Ophisaurus,dentary,1,1L,"unicuspid, su pr.",100,NA,crown
28486,NA,Dentary_LDR,8.079,41229,1E,162.5,160,165,2D6,lizard,Anguidae,Ophisaurus,dentary,1,1L,"unicuspid, recurved teeth, su pr.",100,NA,none
28487,NA,Dentary_LDR,8.615,41229,1E,162.5,160,165,2D6,lizard,Anguidae,Ophisaurus,dentary,1,1L,eroded tooth shaft and crown,100,NA,shaft
28489,NA,Dentary_LDR,8.616,41229,1E,162.5,160,165,2D6,lizard,Crotaphytidae,NA,dentary,1,1L,"wide teeth, tricuspid",100,NA,none
28490,NA,Dentary_LDR,7.289,41229,1E,162.5,160,165,2D6,lizard,Phrynosomatidae,NA,dentary,1,1L,missng crowns and part of shaft,100,Yes,shaft
28491,NA,Dentary_LDR,7.596,41229,1E,162.5,160,165,2D6,lizard,Phrynosomatidae,NA,dentary,1,1R,"tricuspid, slightly eroded tooth crowns",75,NA,crown
28493,NA,Dentary_LDR,8.268,41229,1E,162.5,160,165,2D6,lizard,Phrynosomatidae,NA,dentary,1,1R,"tricuspid,  eroded tooth crowns",100,Yes,crown
28494,NA,Dentary_LDR,6.814,41229,1E,162.5,160,165,2D6,lizard,Phrynosomatidae,NA,dentary,1,1R,"tricuspid,  eroded tooth crowns",100,NA,crown
28496,NA,Frontal_GL,4.263,41229,1E,162.5,160,165,2D6,lizard,Phrynosomatidae,NA,frontal,1,NA,NA,100,NA,NA
28496,NA,Frontal_SW,1.51,41229,1E,162.5,160,165,2D6,lizard,Phrynosomatidae,NA,frontal,1,NA,NA,100,NA,NA
28499,NA,Maxilla_LDR,5.193,41229,1E,162.5,160,165,2D6,lizard,Phrynosomatidae,NA,maxilla,1,1L,"tricuspid, some missing tooth crowns",75,NA,shaft
28500,NA,Maxilla_LDR,5.008,41229,1E,162.5,160,165,2D6,lizard,Anguidae,Ophisaurus,maxilla,1,1L,NA,75,NA,none
28501,NA,Maxilla_LDR,5.71,41229,1E,162.5,160,165,2D6,lizard,Scincidae,Scincinae,maxilla,1,1L,"unicuspid, striated crowns",75,NA,crown
28503,NA,Maxilla_LDR,6.042,41229,1E,162.5,160,165,2D6,lizard,Scincidae,Scincinae,maxilla,1,1R,"unicuspid, striated crowns",75,NA,none
28504,NA,Maxilla_LDR,5.555,41229,1E,162.5,160,165,2D6,lizard,Anguidae,Ophisaurus,maxilla,1,1R,NA,75,NA,crown
